price_bucket,body_type,fuel_type_group,sales,model_top3,top1_model,top3_sales,top3_concentration_pct,top3_stable,stable_top3_concentration_pct,stable_model_count,mapped_model_sales_pct,recent_3m_sales,prior_3m_sales,growth_pct,total_sales,nev_sales,nev_penetration_pct,nev_model_sales,bev_model_sales,bev_route_pct,market_openness,nev_substitution_space,open_convertible_share,opportunity_profile,opportunity_flag,strength,market_volume_growth,market_level_growth,nev_volume_growth,bev_volume_growth,nev_penetration_delta,bev_penetration_delta,new_model_count,successful_new_model_count,new_model_list,top3_share_delta,leader_change,weighted_tp_delta,expanded
15-20万,SUV,新能源,1106648.0,比亚迪宋（17.9%）、比亚迪宋L（11.8%）、比亚迪唐（10.9%）,比亚迪宋,449535.0,40.6213177089734,比亚迪宋（17.9%）、比亚迪宋L（11.8%）、比亚迪唐（10.9%）,40.6213177089734,3,100.0,145850.0,449322.0,-67.53998246246566,2187474.0,1106648.0,50.59022415809286,1106648.0,429935.0,38.850203497408394,0.5937868229102661,0.49409775841907144,0.2933887381787446,开放替代蓝海,有机会,0.2933887381787446,-13.351128814220958,-23.106103203969507,-13.351128814220958,17.671973670438557,6.041652973743268,2.7033209740052975,30,23,海狮06、乐道L60、钛3、BJ40、尚界H5、Q07、G7、与众06,-8.837219278264019,True,1641.2068923703046,False
10-15万,SUV,新能源,1922807.0,比亚迪宋（22.1%）、比亚迪元（19.7%）、埃安AION Y（7.6%）,比亚迪宋,948911.0,49.35029880794068,比亚迪宋（22.1%）、比亚迪元（19.7%）、埃安AION Y（7.6%）,49.35029880794068,3,100.0,459986.0,603638.0,-23.79770657248218,4042771.0,1922807.0,47.561610588381086,1922807.0,1019122.0,53.001783330308236,0.5064970119205932,0.5243838941161891,0.2655988754691345,开放替代蓝海,有机会,0.2655988754691345,3.8577454731546057,-0.35967904192446554,3.8577454731546057,10.855815103589173,-4.186299428329733,4.287463074140323,25,22,零跑B10、海狮06、Q07、AION i60、钛3、考拉、风神L8、bZ5,-11.424412549119413,True,-3073.850637602227,False
20-25万,SUV,新能源,561493.0,特斯拉MODEL Y（23.4%）、极氪极氪7X（8.6%）、领克领克08（7.8%）,特斯拉MODEL Y,223555.0,39.814387712758666,智己智己LS6（6.0%）、星途星纪元ET（3.5%）、奥迪Q4（2.5%）,12.039687048636404,3,100.0,136971.0,240933.0,-43.14975532616951,955786.0,561493.0,58.74672782401081,561493.0,395743.0,70.48048684489389,0.6018561228724133,0.41253272175989186,0.24828534447641257,开放替代蓝海,有机会,0.24828534447641257,44.41141741749228,20.457089766956194,44.41141741749228,-25.837728020457718,24.387545048366533,20.382616463005917,21,15,钛7、理想i6、银河M9、唐L、蔚来ES6、风云T11、向往S7、山海T2,11.525575057052507,True,-4835.092056054185,True
15-20万,轿车,新能源,493997.0,比亚迪汉（46.0%）、比亚迪海豹（9.3%）、小鹏P7+（8.5%）,比亚迪汉,315004.0,63.76637914805151,比亚迪汉（46.0%）、比亚迪海豹（9.3%）、领克领克07（8.0%）,63.23742856737996,3,100.0,94280.0,172277.0,-45.27418053483634,1515477.0,493997.0,32.59679955551948,493997.0,221647.0,44.868086243438725,0.3623362085194849,0.6740320044448052,0.2442262009113193,替代空间主导,有机会,0.2442262009113193,-28.514140774134255,-19.951408038525166,-28.514140774134255,-30.74347949667715,2.829952379833692,0.9734056846245736,11,10,风云A9、领克10、H5、至境L7、极氪007、蔚来ET5、银河星耀8、汉L,-16.920220433963365,True,-193.69672394861118,False
10-15万,轿车,新能源,1765556.0,比亚迪秦（26.4%）、比亚迪海豹06（15.1%）、比亚迪海豚（7.9%）,比亚迪秦,870343.0,49.295689289946054,比亚迪秦（26.4%）、比亚迪海豹06（15.1%）、比亚迪海豚（7.9%）,49.295689289946054,3,100.0,367147.0,550301.0,-33.28251266125266,3221628.0,1765556.0,54.80322371173829,1765556.0,1067814.0,60.48032461162376,0.5070431071005395,0.4519677628826171,0.22916713880128203,开放替代蓝海,有机会,0.22916713880128203,-23.867212368228476,-18.346221227280125,-23.867212368228476,-9.203007265310248,-8.0857476602027,-2.792873825995379,15,12,银河A7、零跑B01、银河星耀8、萤火虫、N7、A06、领克07、零跑Lafa5,-11.061027776395662,True,3168.488822467494,False
5-10万,轿车,新能源,1626002.0,比亚迪海鸥（28.0%）、比亚迪秦（16.6%）、五菱五菱缤果（15.7%）,比亚迪海鸥,980149.0,60.279692152900175,比亚迪海鸥（28.0%）、比亚迪秦（16.6%）、五菱五菱缤果（15.7%）,60.279692152900175,3,100.0,328195.0,530877.0,-38.17871182967053,3189024.0,1626002.0,50.98744945161905,1626002.0,1071807.0,65.91670858953434,0.3972030784709982,0.4901255054838095,0.19467935961532326,替代空间主导,有机会,0.19467935961532326,24.11140945706094,5.9553957574480565,24.11140945706094,29.21496127567742,6.547978296041684,8.499122956239049,14,13,极狐T1、海豹06、银河L6、D6、欧拉好猫、M7、银河星耀6、EU系列,-16.41730568158497,False,-3930.6915690798924,True
30-35万,SUV,新能源,414639.0,理想理想L7（29.4%）、蔚来蔚来ES6（17.9%）、理想理想L8（16.8%）,理想理想L7,265991.0,64.15001965565227,理想理想L7（29.4%）、蔚来蔚来ES6（17.9%）、理想理想L8（16.8%）,64.15001965565227,3,100.0,80382.0,132093.0,-39.147418863982196,630975.0,414639.0,65.71401402591228,414639.0,163815.0,39.50786105503824,0.3584998034434773,0.3428598597408772,0.12291519232576267,混动/增程主导,中间态,0.12291519232576267,-0.1490453141166137,-8.671975910297558,-0.1490453141166137,-6.372432316942889,-17.304887924565143,-6.644144426612954,16,12,问界M7、MODEL Y L、领克900、理想i8、腾势N8L、XC70、智己LS9、坦克400,-6.19433939031066,True,-11570.491889066529,False
20-25万,轿车,新能源,442149.0,特斯拉MODEL 3（44.6%）、小米小米SU7（23.0%）、宝马i3（9.4%）,特斯拉MODEL 3,340738.0,77.06406663816948,特斯拉MODEL 3（44.6%）、宝马i3（9.4%）、极氪极氪007（8.3%）,62.3348690147439,3,100.0,146597.0,119337.0,22.842873542991704,748206.0,442149.0,59.09455417358321,442149.0,438351.0,99.14101354973097,0.22935933361830518,0.40905445826416786,0.09382045796106638,头部锁死,没机会,0.09382045796106638,19.106002727587313,33.72507036832102,19.106002727587313,15.593896215589798,-19.903919013084348,-20.620787754323878,9,5,阿维塔06、汉L、蔚来ET5、智界S7、E5 Sportback、阿尔法S6、阿维塔12、英仕派,-14.642560489066312,True,-2238.631830397848,True
25-30万,SUV,新能源,926157.0,特斯拉MODEL Y（35.6%）、理想理想L6（22.3%）、AITO问界M7（15.4%）,特斯拉MODEL Y,679112.0,73.32579681414705,特斯拉MODEL Y（35.6%）、理想理想L6（22.3%）、AITO问界M7（15.4%）,73.32579681414705,3,100.0,131865.0,238283.0,-44.66034085520158,1372633.0,926157.0,67.47302447194552,926157.0,404102.0,43.63212716634436,0.2667420318585294,0.3252697552805448,0.08676311542565915,头部锁死,没机会,0.08676311542565915,-1.8089805508137435,-8.306444621395526,-1.8089805508137435,76.97982192614737,5.7993958856217915,13.365370165890269,11,10,YU7、乐道L90、理想L7、S09、蔚来ES6、蔚来EC6、唐L、XC70,-0.9005679404761509,False,-7444.784054080315,False
25-30万,轿车,新能源,333096.0,小米小米SU7（33.3%）、极氪极氪001（28.1%）、蔚来蔚来ET5（23.5%）,小米小米SU7,283141.0,85.0028220092706,极氪极氪001（28.1%）、蔚来蔚来ET5（23.5%）、智界智界S7（6.6%）,58.29910896558349,3,100.0,29815.0,96694.0,-69.16561523982874,652916.0,333096.0,51.01666983195388,333096.0,321985.0,96.66432499939958,0.14997177990729393,0.48983330168046124,0.07346117211088525,头部锁死,没机会,0.07346117211088525,-62.053281936738955,-64.15296914151286,-62.053281936738955,-63.52003975340465,18.2100807307451,21.01793561383869,5,2,E5 Sportback、CLA级、岚图追光L、蔚来ET7、智己L7,9.334459192750074,True,7024.966346506553,False
