price_bucket,body_type,fuel_type_group,sales,model_top3,top1_model,top3_sales,top3_concentration_pct,top3_stable,stable_top3_concentration_pct,stable_model_count,mapped_model_sales_pct,recent_3m_sales,prior_3m_sales,growth_pct,total_sales,nev_sales,nev_penetration_pct,nev_model_sales,bev_model_sales,bev_route_pct,market_openness,nev_substitution_space,open_convertible_share,opportunity_profile,opportunity_flag,strength,market_volume_growth,market_level_growth,nev_volume_growth,bev_volume_growth,nev_penetration_delta,bev_penetration_delta,new_model_count,successful_new_model_count,new_model_list,top3_share_delta,leader_change,weighted_tp_delta,expanded
15-20万,轿车,新能源,232084.0,红旗E-QM5（16.4%）、埃安AION S（15.7%）、深蓝SL03（14.5%）,红旗E-QM5,108128.0,46.59002774857379,红旗E-QM5（16.4%）、埃安AION S（15.7%）、深蓝SL03（14.5%）,46.59002774857379,3,100.0,43876.0,64055.0,-31.50261494028569,1621179.0,232084.0,14.315754151762391,232084.0,205293.0,88.45633477533997,0.5340997225142621,0.8568424584823761,0.4576393193138752,开放替代蓝海,有机会,0.4576393193138752,29.231657503317756,-5.9509776526836315,29.231657503317756,-5.8058482266808875,20.45662994250596,8.6524598726454,11,8,汉、海豹、A07、哪吒S、bZ3、帕萨特、银河E8、eπ007,22.949220434827183,True,-6904.228357372776,True
5-10万,轿车,新能源,412753.0,长安Lumin（21.4%）、奇瑞eQ（17.7%）、长安奔奔（16.1%）,长安Lumin,227813.0,55.19354190036172,长安Lumin（21.4%）、奇瑞eQ（17.7%）、长安奔奔（16.1%）,55.19354190036172,3,100.0,69932.0,127418.0,-45.116074651933005,2074482.0,412753.0,19.896677821258514,412753.0,412753.0,100.0,0.4480645809963828,0.8010332217874149,0.3589146148843606,替代空间主导,有机会,0.3589146148843606,85.39562401726941,19.30833817791622,85.39562401726941,54.73612547940294,38.476713009782685,10.041645030410912,10,9,海鸥、秦、微蓝6、驱逐舰05、星光、A05、纳米01、帝豪L,-8.042680613249345,True,8333.969055256865,True
20-25万,SUV,新能源,259788.0,比亚迪唐（34.9%）、大众ID.4 CROZZ（15.0%）、大众ID.4 X（10.8%）,比亚迪唐,157390.0,60.58401465810584,比亚迪唐（34.9%）、大众ID.4 CROZZ（15.0%）、大众ID.4 X（10.8%）,60.58401465810584,3,100.0,64433.0,79255.0,-18.701659201312214,1057691.0,259788.0,24.56180491277698,259788.0,118903.0,45.769242613207695,0.39415985341894155,0.7543819508722301,0.2973470791776934,替代空间主导,有机会,0.2973470791776934,58.49153925508492,-12.715622993861153,58.49153925508492,75.76007333708989,13.317624905159335,17.930953026072352,23,18,G6、领克08、智己LS6、宋L、Q4、极氪X、别克E5、精灵#3,-20.329138640004842,True,-3406.896430011402,True
10-15万,轿车,新能源,1013431.0,比亚迪秦（28.2%）、比亚迪海豚（21.5%）、埃安AION S（7.9%）,比亚迪秦,583166.0,57.54373016021811,比亚迪秦（28.2%）、比亚迪海豚（21.5%）、埃安AION S（7.9%）,57.54373016021811,3,100.0,230370.0,311993.0,-26.1618049122897,3235825.0,1013431.0,31.31909173085689,1013431.0,736379.0,72.66197698708645,0.4245626983978189,0.686809082691431,0.2915935174316047,替代空间主导,有机会,0.2915935174316047,38.087546167425316,10.813903718526197,38.087546167425316,32.359559411661664,-1.967645790444294,10.202417614244268,17,11,银河L6、bZ3、星光、D7、云朵、钇为3、A05、零跑C01,-15.522158819496866,False,-3820.031305092285,True
35-40万,SUV,新能源,107507.0,理想理想L8（34.5%）、蔚来蔚来ES6（22.8%）、宝马iX3（16.5%）,理想理想L8,79277.0,73.74124475615541,蔚来蔚来ES6（22.8%）、奥迪Q5 e-tron（1.7%）、岚图岚图FREE（1.2%）,25.665305514989722,3,100.0,48769.0,25589.0,90.58579858532963,476195.0,107507.0,22.57625552557251,107507.0,59827.0,55.64939957398123,0.2625875524384459,0.7742374447442749,0.20330511562159564,头部锁死,没机会,0.20330511562159564,-25.256029839917403,-56.93024916263296,-25.256029839917403,-46.589332575592955,-1.7553785360885783,19.979065689243235,7,4,HiPhi Y、EQE SUV、e-tron、XC60、IQ锐歌、EV6、GV70,23.376284600452664,True,1808.7888462427072,False
10-15万,SUV,新能源,117572.0,哪吒哪吒U（40.2%）、埃安AION Y（26.3%）、比亚迪元（17.5%）,哪吒哪吒U,98777.0,84.01405096451536,哪吒哪吒U（40.2%）、比亚迪元（17.5%）、思铭M-NV（6.7%）,64.50090157520498,3,100.0,38202.0,22714.0,68.18702122039271,2430189.0,117572.0,4.837977622316618,117572.0,117330.0,99.7941686796176,0.15985949035484637,0.9516202237768339,0.15212552398432952,头部锁死,没机会,0.15212552398432952,573.2895587384752,37.293231102601474,573.2895587384752,351.6696497059575,36.000239406742416,8.928433364209386,33,22,宋、欧尚Z6、银河L7、蓝电E5、启辰大V、哪吒X、领克06、Q05,-28.34645407394929,True,5337.009745611256,True
30-35万,SUV,新能源,302638.0,特斯拉MODEL Y（47.9%）、理想理想ONE（15.9%）、比亚迪唐（9.9%）,特斯拉MODEL Y,223321.0,73.79146042466577,理想理想ONE（15.9%）、比亚迪唐（9.9%）、领克领克09（3.5%）,29.29638710274321,3,100.0,27278.0,47168.0,-42.16841926729986,662945.0,302638.0,45.65054416278877,302638.0,196974.0,65.08567992122602,0.26208539575334233,0.5434945583721122,0.14244198642074304,头部锁死,没机会,0.14244198642074304,42.77519676973811,22.585433180731428,42.77519676973811,-36.71702864337425,35.923401896192274,-1.585104588200041,20,13,理想L7、理想L8、蔚来ES6、坦克500、蓝山、豹5、阿维塔11、智己LS7,-21.770972009671254,True,-462.7226506844163,True
20-25万,轿车,新能源,291155.0,比亚迪汉（47.4%）、比亚迪海豹（16.2%）、特斯拉MODEL 3（14.6%）,比亚迪汉,227784.0,78.23461730006353,比亚迪汉（47.4%）、大众帕萨特（4.5%）、大众迈腾（4.4%）,56.31433428929608,3,100.0,106293.0,82926.0,28.17813472252371,576477.0,291155.0,50.50591784234236,291155.0,143448.0,49.268602634335664,0.21765382699936464,0.4949408215765764,0.10772576395435156,头部锁死,没机会,0.10772576395435156,29.43689787226735,19.730882585081446,29.43689787226735,97.62910601751157,-15.300801952373881,-2.957086951032366,10,8,i3、极氪007、阿尔法S、F7、雅阁、昊铂GT、ID.7 VIZZION、英仕派,-8.851173907499614,False,-2488.790719132492,True
5-10万,SUV,新能源,157896.0,哪吒哪吒V（54.9%）、东风纳米EX1（16.9%）、吉利几何E（15.6%）,哪吒哪吒V,138111.0,87.46960024319806,哪吒哪吒V（54.9%）、东风纳米EX1（16.9%）、吉利几何E（15.6%）,87.46960024319806,3,100.0,16929.0,62517.0,-72.92096549738471,1068635.0,157896.0,14.775484613549061,157896.0,157896.0,100.0,0.12530399756801947,0.8522451538645094,0.10678972468719486,头部锁死,没机会,0.10678972468719486,-40.36707706338349,6.929307013152286,-40.36707706338349,-40.36707706338349,-0.8876379646283423,-0.8876379646283423,5,5,悦也、哪吒AYA、元、纳米BOX、云兔,-18.417901230209537,True,-1278.609394973726,False
15-20万,SUV,新能源,922044.0,比亚迪宋（51.7%）、比亚迪元（21.6%）、埃安AION Y（9.0%）,比亚迪宋,759264.0,82.34574488853028,比亚迪宋（51.7%）、比亚迪元（21.6%）、埃安AION Y（9.0%）,82.34574488853028,3,100.0,215670.0,297646.0,-27.541441847026338,2163992.0,922044.0,42.60847544722901,922044.0,449285.0,48.727067254924926,0.1765425511146972,0.5739152455277099,0.10132046156907971,头部锁死,没机会,0.10132046156907971,-5.264716217447319,9.722725407487642,-5.264716217447319,-31.831465550819637,-13.478929405774906,-8.751833975393842,27,19,S7、银河L7、ID.4 CROZZ、哈弗枭龙MAX、哈弗猛龙、唐、R7、别克E5,-22.28401775250358,False,2122.462474744214,False
25-30万,轿车,新能源,248186.0,特斯拉MODEL 3（36.8%）、比亚迪汉（35.6%）、小鹏P7（14.7%）,特斯拉MODEL 3,216033.0,87.04479704737575,特斯拉MODEL 3（36.8%）、比亚迪汉（35.6%）、极狐阿尔法S（2.2%）,74.5489270144166,3,100.0,17683.0,67313.0,-73.73018584820169,461535.0,248186.0,53.77403663860812,248186.0,248186.0,100.0,0.12955202952624245,0.46225963361391875,0.05988667370274042,头部锁死,没机会,0.05988667370274042,-12.852054507506471,44.92703695277716,-12.852054507506471,-15.940464006833588,2.023360412323594,-1.98915775018898,7,3,蔚来ET5、岚图追光、智界S7、极氪007、星纪元ES、小米SU7、DS 9,-8.317717927544521,True,-3697.741804771882,False
25-30万,SUV,新能源,303728.0,特斯拉MODEL Y（62.9%）、AITO问界M5（18.0%）、大众ID.6 CROZZ（7.4%）,特斯拉MODEL Y,268104.0,88.27108465469104,AITO问界M5（18.0%）、大众ID.6 CROZZ（7.4%）、大众ID.6 X（3.1%）,28.459015961649897,3,100.0,111160.0,129678.0,-14.27998581100881,554137.0,303728.0,54.8109943930833,303728.0,249903.0,82.27855186219249,0.11728915345308966,0.451890056069167,0.05300180213022181,头部锁死,没机会,0.05300180213022181,152.55590528367486,99.37470336757876,152.55590528367486,118.95935623021731,-3.039005862055774,-28.81000767126256,19,10,问界M7、坦克400、G9、蓝山、iX3、岚图FREE、理想L7、阿维塔11,-7.53929445199627,False,-3110.2997791519156,True
5万以下,轿车,新能源,465374.0,五菱宏光MINI EV（82.0%）、奇瑞QQ冰淇淋（14.6%）、东风风光风光MINI EV（1.6%）,五菱宏光MINI EV,456815.0,98.16083408183526,五菱宏光MINI EV（82.0%）、奇瑞QQ冰淇淋（14.6%）、东风风光风光MINI EV（1.6%）,98.16083408183526,3,100.0,86585.0,122562.0,-29.35412281131182,468897.0,465374.0,99.24866228617373,465374.0,465374.0,100.0,0.018391659181647424,0.007513377138262722,0.00013818347163010945,头部锁死,没机会,0.00013818347163010945,13.881953009837256,13.095839811301847,13.881953009837256,13.881953009837256,0.02385740090657862,0.02385740090657862,4,3,Lumin、熊猫mini、小麒麟、五菱NanoEV,-11.692802678187675,False,-3706.0682554418454,True
